,club,codeid,div,draws,english,gagainst,gscores,loss,netscore,plays,points,rank,team,wins,year
1411,沈阳城市,SYUB,丙15,3,Shenyang City,6,22,2,16,10,74,54,沈阳城市建设,5,2015
1412,深圳人人,SZLM,丙15,2,Shenzhen Renren,4,22,1,18,8,67.5,55,深圳人人,5,2015
1413,普洱万豪,PEWH,乙,5,Pu'er Wanghao,22,10,7,-12,15,62.763,56,云南万豪,3,2015
1414,海南海汉,HNSM,丙15,3,Hainan Seaman,3,12,1,9,8,62.5,57,海南海汉,4,2015
1415,杭州芝浦,HZZP,资15,2,Hangzhou Zhipu,7,9,1,2,5,51.25,58,杭州安格,2,2015
1416,长春申华,CCSH,丙15,1,Changchun Shenhua,13,13,4,0,9,47.5,59,长春申华,4,2015
1417,天津坤晟松,TJKSS,丙15,0,Tianjin Kunshengsong,8,13,2,5,7,46,60,天津坤晟松,5,2015
1418,四川玖玖爱,SCY.,丙15,1,Sichuan Jiujiuai,15,13,5,-2,10,44,61,四川玖玖爱,4,2015
1419,福建超越,FJBR,乙,2,Fujian Broncos,41,11,11,-30,15,42.632,62,福建喜攀登超越,2,2015
1420,宁波大榭银博,NBQA,民,2,Ningbo Yinbo,4,3,1,-1,3,35.75,63,宁波大榭银博,0,2015
1421,上海嘉定博击,SHBK,资15,3,Shanghai Booking,5,11,0,6,4,35,64,上海嘉定城发,1,2015
1422,福建众杰,FJZJ,民,2,Fujian Zhongjie,2,9,1,7,5,33.5,65,福建众杰,2,2015
1423,河南东方今典,HAOC,丙15,1,Henan Oriental Classic,13,12,3,-1,7,33,66,河南东方今典,3,2015
1424,西安易联,XAEL,丙15,0,Xi'an Exalion,9,13,3,4,6,30.5,67,西安易联电子,3,2015
1425,大连湾前关,DLWQG,资15,0,Dalianwan Qianguan,4,8,2,4,4,30,68,大连湾前关,2,2015
1426,广东昊昕,GDHX,资15,0,Guangdong Haoxin,6,7,2,1,4,30,69,广东昊昕贸易,2,2015
1427,柳州柳粤,LZLY,资15,0,Liuzhou Liuyue,7,6,2,-1,4,30,70,广西联壮,2,2015
1428,柳州远道,LZRK,丙15,0,Liuzhou Ranko,7,7,2,0,4,28,71,柳州远道,2,2015
1429,昆明钻石年代,KMDA,丙15,0,Kunming Diamond Age,4,10,1,6,4,27.5,72,昆明佳仕景,3,2015
1430,西安高新热力,XAHTH,丙15,0,Xi'an High-tech heat,10,3,3,-7,5,27.5,73,西安高新热力,2,2015
1431,重庆庆源集团,CQQY,丙15,1,Chongqing Qingyuan,6,12,2,6,5,22.5,74,重庆庆源集团,2,2015
1432,大连瑞恒建设,DLRH,资15,0,Dalian Ruiheng Jianshe,6,6,1,0,3,20,75,大连瑞恒建设,2,2015
1433,新疆安淇拉,XJIQL,丙15,1,Xinjiang Izqilar,6,10,1,4,4,20,76,新疆安淇拉,2,2015
1434,青岛恒星崇鼎,QDCD,丙15,0,Qingdao Hengxing Chongding,4,4,2,0,4,20,77,青岛恒星崇鼎,2,2015
1435,长春百和建筑,CCBHA,民,0,Changchun Baihe Architecture,2,6,1,4,3,18,78,长春百和建筑,2,2015
1436,湖南广电芒果巴,HNGBS,民,0,Hunan GBS Mango,7,9,1,2,3,18,79,湖南广电芒果巴,2,2015
1437,湖南体彩,HNTC,丙15,0,Hunan Ticai,2,5,1,3,3,17.5,80,湖南体彩,2,2015
1438,武汉东风本田,WHDH,丙14,1,Wuhan Dongfeng Honda,0,0,0,0,1,15,81,武汉东风本田,0,2015
1439,淄博星期天,ZBSUN,资15,1,Zibo Sunday,4,4,1,0,3,15,82,淄博星期天,1,2015
1440,桂林天龙,GLTL,资15,0,Guilin Tianlong,13,7,2,-6,3,12.5,83,桂林天龙,1,2015
1441,山东淄博张钢,SDST,资15,0,Shandong STEEL,10,4,2,-6,3,12.5,84,山东淄博张钢,1,2015
1442,长沙四海,CSSH,丙15,1,Changsha Sihai,10,4,2,-6,4,12.5,85,湖南四海,1,2015
1443,南通恒胜,NTHS,民,0,Nantong Hengsheng,6,3,1,-3,2,10,86,南通恒胜,1,2015
1444,沈阳城市公用,SYCGY,丙15,0,Shenyang City Gongyong,6,4,2,-2,3,10,87,沈阳城市公用,1,2015
1445,浙江大成,ZJDC,丙15,0,Zhejiang Dacheng,6,2,2,-4,3,10,88,浙江大成,1,2015
1446,黑龙江田丰油化,DQTF,丙15,0,Heilongjiang Tianfeng,5,1,2,-4,3,10,89,黑龙江田丰油化,1,2015
1447,长春诚业,CCSB,丙14,0,Changchun Chengye,1,0,1,-1,1,7.5,90,长春地铁,0,2015
1448,广东肇庆恒泰,ZQHT,丙14,0,Zhaoqing Hengtai,2,0,1,-2,1,7.5,91,广东肇庆恒泰,0,2015
1449,沈阳维士,SYWS,丙14,0,Shanyang Wit Reaity,7,0,1,-7,1,7.5,92,沈阳维士,0,2015
1450,湖北华奥风云,HBHC,资15,1,Hubei Huaao Fengyun,10,6,2,-4,3,7.5,93,湖北华奥风云,0,2015
1451,沈阳东进,SYDJ,乙,0,Shenyang Dongjin,70,3,15,-67,15,7.5,94,沈阳东进,0,2015
1452,喀什喀商,KSKS,民,1,Kashgar Kashang,5,3,1,-2,2,7,95,喀什喀商,0,2015
1453,唐山皮革城,TSLC,民,1,Tangshan Leather City,3,1,1,-2,2,7,96,唐山皮革城,0,2015
1454,北京烟草黎马敦职工,BJLM,民,0,Beijin Leigh-Mardon,9,3,3,-6,3,7,97,北京烟草黎马敦,0,2015
1455,广西业嘉建设,GXYJ,丙15,1,Guangxi Yejia,5,2,2,-3,3,5,98,广西业嘉建设,0,2015
1456,广州正一,GZAA,资15,0,Guangzhou Are A FC,12,3,3,-9,3,5,99,广州花都正一,0,2015
1457,南京金基地产,NJGP,资15,0,Nanjing Gold Pedestal,11,2,3,-9,3,5,100,南京金基地产,0,2015
1458,包头鹿城飞翔,BTFX,资15,0,Baotou Lucheng Feixiang,11,1,3,-10,3,5,101,包头鹿城飞翔,0,2015
1459,宁夏北方乳业三园,NXNDS,民,1,Ningxia North Dairy Sanyuan,2,2,0,0,1,4,102,宁夏北方乳业,0,2015
1460,沈阳西成,SYWW,民,1,Shenyang West Winner,1,1,0,0,1,4,103,沈阳西成,0,2015
1461,上海城投水务,SHSMI,民,1,Shanghai SMI Water,0,0,0,0,1,4,104,上海城投水务,0,2015
1462,大同泰瑞集团星期日,DTTRS,民,0,Datong Terui Sunday,2,0,1,-2,1,4,105,大同泰瑞星期日,0,2015
1463,蚌埠交通飞雁快客,BBFY,民,0,Bengbu Feiyan Kuaike,4,1,1,-3,1,4,106,蚌埠飞雁快客,0,2015
1464,防城港邓氏兄弟,FCGDB,民,0,Fangchenggang Deng Brothers,6,1,1,-5,1,4,107,防城港邓氏兄弟,0,2015
1465,楚雄市宏信融资,CXHXF,民,0,Chuxiong Hongxin Finance,6,1,1,-5,1,4,108,楚雄宏信融资,0,2015
1466,四川雅安,SCYAT.,民,0,Sicuang Ya'an Team,6,1,1,-5,1,4,109,四川雅安,0,2015
1467,澄迈雷霆,CMLT,丙15,0,Chengmai Leiting,11,1,3,-10,3,2.5,110,澄迈雷霆,0,2015
1468,重庆筑缘,CQZY,丙15,0,Chongqing Zhuyuan,13,2,3,-11,3,2.5,111,重庆筑缘,0,2015
1469,保定直隶光能,HEYL,丙15,0,Baoding Zhili Light Energy,12,1,3,-11,3,2.5,112,保定直隶光能,0,2015
1470,日照宇启,RZYQ,丙15,0,Rizhao Yuqi,16,2,3,-14,3,2.5,113,日照宇启,0,2015
1471,南京天翼,NJTY,丙15,0,Nanjing Tianyi,19,2,3,-17,3,2.5,114,南京天翼,0,2015
1472,拉萨净土,LSPL,丙15,0,Lhasa Pure Land,12,3,4,-9,4,2.5,115,拉萨净土,0,2015
1473,南昌红谷滩,NCHGT,民,0,Nanchang Honggutan,4,2,1,-2,1,2,116,南昌红谷滩,0,2015
1474,黔南体彩,QNTC,民,0,Qiannan Ticai,2,0,1,-2,1,2,117,黔南体彩,0,2015
1475,牡丹江市昌建集团,MDJCJ,民,0,Mudanjiang Changjian Group,4,1,1,-3,1,2,118,牡丹江昌建,0,2015
1476,嘉峪关市教育局,JYGEB,民,0,Jiayuguan Education Bureau,5,1,1,-4,1,2,119,嘉峪关教育局,0,2015
1477,玉树康巴野牦牛,KBWY,民,0,Yushu Kangba Wild Yak,4,0,1,-4,1,2,120,玉树康巴野牦牛,0,2015
1478,俱乐部简称,编码,级别,平,英文名称,失球,进球,负,净胜,场次,合计,排名,队名/冠名,胜,2016
1479,Club Name,C.ID,Div.,D,English Name,-,+,L,+/-,pl.,Pts.,Rank,Team Name,W,2016
1480,广州恒大淘宝,GZEG,亚,12,Guangzhou Evergrande Taobao,32,87,6,55,45,967.5,1,广州恒大淘宝,27,2016
1481,江苏苏宁,JSSN,亚,11,Jiangsu Suning,50,80,10,30,45,883.75,2,江苏苏宁易购,24,2016
1482,上海上港集团,SHSIP,亚,11,Shanghai SIPG,48,72,11,24,43,840,3,上海上港,21,2016
1483,山东鲁能泰山,SDLT,亚,12,Shandong Luneng Taishan,59,61,17,2,44,650,4,山东鲁能泰山,15,2016
1484,上海绿地申花,SHGL,超,12,Shanghai Greenland Shenhua,35,59,8,24,36,615,5,上海绿地申花,16,2016
1485,广州富力,GZRF,超,9,Guangzhou R&F,57,57,13,0,36,531.25,6,广州富力,14,2016
1486,北京国安,BJGA,超,10,Beijing Guoan,31,42,11,11,34,512.5,7,北京国安乐视,13,2016
1487,河北华夏幸福,HECF,超,7,Hebei China Fortune,45,38,14,-7,34,482.5,8,河北华夏幸福,13,2016
1488,河南建业,HAJY,超,6,Henan Jianye,51,37,16,-14,34,443.75,9,河南建业,12,2016
1489,天津泰达,TJTED,超,9,Tianjin TEDA,54,45,13,-9,32,412.5,10,天津泰达亿利,10,2016
1490,辽宁FC,LNFC,超,9,Liaoning FC,51,42,13,-9,32,412.5,11,辽宁沈阳宏运,10,2016
1491,延边富德,YBFD,超,8,Yanbian Funde,42,40,13,-2,31,400,12,延边富德,10,2016
1492,天津权健,TJQJ,甲,5,Tianjin Quanjian,33,69,9,36,35,400,13,天津权健,21,2016
1493,重庆力帆,CQLF,超,10,Chongqing Lifan,54,43,12,-11,31,392.5,14,重庆力帆,9,2016
1494,长春亚泰,CCYT,超,6,Changchun Yatai,44,30,15,-14,31,380,15,长春亚泰,10,2016
1495,杭州绿城,ZJGT,超,8,Hangzhou Greentown,40,30,15,-10,32,372.5,16,杭州绿城,9,2016
1496,石家庄永昌,SJZEB,超,9,Shijiazhuang Ever Bright,56,31,15,-25,32,352.5,17,石家庄永昌,8,2016
1497,贵州恒丰智诚,GZZC,甲,6,Guizhou Hengfeng Zhicheng,27,48,7,21,31,317.5,18,贵州恒丰智诚,18,2016
1498,青岛黄海,QDHY,甲,2,Qingdao Huanghai,44,53,10,9,31,310,19,青岛黄海,19,2016
1499,北京人和,SNBR,甲,4,Beijing Renhe,37,51,12,14,32,290,20,北京人和,16,2016
1500,大连一方,DLYF,甲,4,Dalian Yifang,47,47,13,0,32,277.5,21,大连一方,15,2016
1501,上海申鑫,SHHY,甲,6,Shanghai Shenxin,51,55,15,4,33,252.5,22,上海申鑫,12,2016
1502,北京控股,BJEG,甲,8,Beijing Enterprises,39,41,12,2,32,250,23,北京北控燕京,12,2016
1503,内蒙古中优,SXJY,甲,5,Nei Mongol Zhongyou,36,37,14,1,32,250,24,呼和浩特中优,13,2016
1504,梅州客家,MZKJ,甲,6,Meizhou Hakka,54,53,14,-1,32,240,25,梅州客家,12,2016
1505,新疆天山雪豹,HBCK,甲,6,Xinjiang Tianshan Leopard,38,31,14,-7,32,240,26,新疆体彩,12,2016
1506,丽江嘉云昊,LJJYH,乙,5,Lijiang Jiayunhao,29,39,6,10,27,238.37,27,丽江飞虎,16,2016
1507,武汉卓尔,WHZL,甲,7,Wuhan Zall,34,31,12,-3,31,230,28,武汉卓尔,12,2016
1508,深圳FC,SZZJY,甲,7,Shenzhen FC,46,36,13,-10,31,215,29,深圳佳兆业,11,2016
1509,青岛中能,QDJN,甲,9,Qingdao Jonoon,48,33,14,-15,32,210,30,青岛中能,9,2016
1510,大连超越,DLTR,甲,8,Dalian Transcendence,39,32,13,-7,31,205,31,大连超越,10,2016
1511,浙江毅腾,DLYT,甲,5,Zhejiang Yiteng,50,39,15,-11,31,205,32,浙江轻纺城,11,2016
1512,银川贺兰山,YCSYH,乙,6,Yinchuan Helanshan,16,35,3,19,22,176.2,33,银川山屿海,13,2016
1513,大连博阳,DLBY,丙16,3,Dalian Boyang,8,22,1,14,13,175.5,34,大连博阳,9,2016
1514,成都钱宝,NJQB,乙,6,Chengdu Qianbao,22,31,7,9,23,164.78,35,成都钱宝,10,2016
1515,保定英利易通,BDRD,乙,7,Baoding Yingli Yitong,26,36,7,10,25,155.6,36,保定容大,11,2016
1516,沈阳城市,SYUB,乙,4,Shenyang Urban,20,32,7,12,22,155.11,37,沈阳城市建设,11,2016
1517,梅州梅县客家,MXTH,乙,11,Meixian Hakka,18,27,2,9,22,153.37,38,梅县铁汉生态,9,2016
1518,黑龙江火山鸣泉,HLLS,乙,4,Heilongjiang Lava Spring,28,30,8,2,22,140.33,39,黑龙江火山鸣泉,10,2016
1519,江西联盛,JJLS,乙,11,Jiangxi Liansheng,21,31,3,10,24,138.59,40,江西联盛,10,2016
1520,海南博盈海汉,HNSM,乙,7,Hainan Boyin Seaman,26,24,9,-2,23,136.68,41,海口博盈海汉,7,2016
1521,河北精英,HEEL,乙,6,Hebei Elite,21,35,4,14,21,136.41,42,河北精英传媒,11,2016
1522,四川隆发,SCAPN,乙,10,Sichuan Longfor,21,28,5,7,24,132.07,43,四川安纳普尔纳,9,2016
1523,武汉楚风合力业余,WHCH,丙16,5,Wuhan Chufeng Heli,20,46,1,26,15,131,44,武汉楚风合力,9,2016
1524,肇庆恒泰,ZQHT,丙16,3,Zhaoqing Hengtai,11,35,1,24,12,128,45,肇庆恒泰,8,2016
1525,吉林长春百嘉,JLBJ,丙16,1,Jilin Baijia,9,34,1,25,10,95,46,吉林百嘉,8,2016
1526,陕西长安竞技,SNCAA,丙16,4,Shaanxi Athletic,5,24,0,19,10,93,47,陕西长安竞技,6,2016
1527,上海博击长空,SHBK,资16,1,Shanghai Booking,3,14,1,11,6,92.5,48,上海嘉定城发,4,2016
1528,深圳人人,SZLM,乙,5,Shenzhen Renren,18,22,9,4,21,90.217,49,深圳人人,7,2016
1529,苏州东吴,SZJF,乙,8,Suzhou Dongwu,21,12,10,-9,22,89.946,50,苏州东吴河海大学,4,2016
1530,安徽合肥桂冠,AHFGG,丙16,3,Anhui Hefei Guiguan,10,32,1,22,10,84.5,51,安徽桂冠,6,2016
1531,上海聚运动,SHJJS,乙,4,Shanghai Jujusports,37,19,14,-18,22,80.109,52,上海聚运动,4,2016
1532,内蒙古包头南郊,BTNJ,乙,5,Baotou Nanjiao,36,23,11,-13,21,79.457,53,内蒙古包头鹿城,5,2016
1533,上海申梵,SHSF,丙16,3,Shanghai Sunfun,7,18,2,11,10,78.5,54,上海申梵,5,2016
1534,北京理工,BJBIT,乙,7,Beijing BIT,30,19,9,-11,21,77.174,55,北京理工,5,2016
1535,南通支云,NTZY,乙,10,Nantong Zhiyun,24,16,8,-8,21,76.196,56,南通支云,3,2016
1536,湖南湘涛,HNBL,甲,6,Hunan Billows,62,16,23,-46,31,75,57,湖南湘涛华莱,2,2016
1537,镇江华萨,ZJHS,丙16,0,Zhenjiang Huasa,12,18,4,6,10,74,58,镇江文旅华萨/亨鹿,6,2016
1538,天津京铁火车头,TJHCT,乙,5,Jingtie Locomotive,28,23,11,-5,21,72.174,59,火车头青建圆方,5,2016
1539,广州昊昕,GDHX,资16,2,Guangdong Haoxin,15,8,2,-7,6,67.5,60,广州昊昕,2,2016
1540,青岛鲲鹏,QDKP,资17,1,Qingdao Kunpeng,6,12,1,6,5,66.5,61,青岛鲲鹏,3,2016
1541,无锡银阳,WXYY,丙16,4,Wuxi Yinyang,13,22,2,9,10,64.5,62,无锡银阳唤潮,4,2016
1542,江苏盐城鼎立,YCDL,乙,8,Yancheng DF Dingli,34,16,11,-18,21,59.891,63,盐城大丰,2,2016
1543,珠海索卡,ZHSK,丙16,0,Zhuhai Suoka,9,13,2,4,7,58,64,珠海索卡,5,2016
1544,四川明宇,SCY.,丙16,1,Sichuan Mingyu,14,21,4,7,10,56.5,65,四川玖玖爱/四川明宇,5,2016
1545,武汉宏兴柏润,WHHX,丙15,1,Wuhan Hongxing,4,2,1,-2,3,56.25,66,武汉宏兴柏润,1,2016
1546,沈阳西成,SYWW,丙16,1,Shenyang West Winner,17,33,3,16,9,53.5,67,沈阳西成,5,2016
1547,沈阳东进,SYDJ,乙,6,Shenyang Dongjin,45,20,13,-25,21,51.087,68,沈阳东进,2,2016
1548,大连龙卷风,DLTO,民,1,Dalian Tornado,8,20,0,12,5,48,69,大连龙卷风,4,2016
1549,深圳屹盛,SZYS,丙16,3,Shenzhen Ranger,4,8,1,4,7,47.5,70,深圳屹盛,3,2016
1550,宁波大榭银博,NBQA,丙16,2,Ningbo Yinbo,9,14,3,5,8,47.5,71,宁波大榭银博,3,2016
1551,淄博星期天,ZBSUN,丙16,0,Zibo Sunday,6,15,3,9,7,43.5,72,淄博星期天,4,2016
1552,山西龙城,TYZS,丙16,1,Shanxi Dragon City,18,18,4,0,8,43,73,山西龙城,3,2016
1553,浙江大成,ZJDC,民,3,Zhejiang Dacheng,8,11,1,3,6,38.5,74,浙江大成,2,2016
1554,苏州吴中集团中元,SZWZY,民,2,Suzhou Wuzhong Zhongyuan,6,6,1,0,5,36.5,75,苏州中元,2,2016
1555,柳州远道,LZRK,丙16,1,Liuzhou Ranko,11,6,3,-5,6,34.5,76,柳州远道,2,2016
1556,河南顺鑫,HASXM,民,1,Henan Shunxin,7,9,1,2,5,33,77,河南顺鑫冶金,3,2016
1557,大连晟威,DLSW,资16,0,Dalian Shengwei,8,5,2,-3,4,30,78,大连晟威,2,2016
1558,杭州安格,HZZP,丙16,0,Hangzhou Ange,9,4,2,-5,5,30,79,杭州安格,3,2016
1559,南京金乐基,NJGP,资16,2,Nanjing Gold Pedestal,6,5,1,-1,4,27.5,80,南京金基地产,1,2016
1560,昆明鑫悦鑫,KMXYX,丙16,1,Kunming Xinyuexin,17,12,3,-5,6,27.5,81,昆明鑫悦鑫/鑫悦投资,2,2016
1561,晋江摩登,JJMD,民,1,Jinjiang Modern,16,12,2,-4,5,27,82,晋江喜攀登,2,2016
1562,天津滨海坤晟松,TJKSS,丙16,1,Tianjin Kunshengsong,13,8,4,-5,7,26.5,83,天津坤晟松,2,2016
1563,东风本田汽车武汉,WHDH,丙16,1,Wuhan Dongfeng Honda,12,13,4,1,7,25,84,武汉东风本田,2,2016
1564,河南东方今典,HAOC,丙16,0,Henan Oriental Classic,11,3,4,-8,6,24,85,河南东方今典,2,2016
1565,遵义海航怀酒,ZYHJ,民,2,Zunyi Haihang Huaijiu,7,5,2,-2,5,23.5,86,遵义海航怀酒,1,2016
1566,黑龙江田丰昆仑,DQTF,丙16,1,Heilongjiang Tianfeng,2,2,2,0,5,22.5,87,黑龙江田丰昆仑银行,2,2016
1567,中车株机,CZZL,民,0,CRRC Zhuzhou Locomotive,17,15,3,-2,5,21,88,株洲中车株机,2,2016
1568,四川锦官城,SCJGC,丙16,0,Sichuan Jinguancheng,3,8,2,5,4,20,89,四川锦官城,2,2016
1569,长沙四海青少年,CSSH,丙16,0,Changsha Sihai,6,4,2,-2,4,20,90,长沙四海成基金,2,2016
1570,河北信友,HECZL,丙16,3,Hebei Lion,2,6,0,4,4,17.5,91,河北信友,1,2016
1571,深圳宝新,SZBX,丙16,2,Shenzhen Baoxin,5,4,1,-1,4,17.5,92,深圳宝新,1,2016
1572,满洲里边城雪狼,MZHBX,丙16,0,Manchuria Biancheng Xuelang,7,4,2,-3,4,17.5,93,满洲里申华雪狼,2,2016
1573,湖北华创,HBHC,资17,0,Hubei Huachuang,7,5,3,-2,4,15,94,湖北华创,1,2016
1574,南京沙叶,NJSY,丙16,1,Nanjing Saye,5,3,2,-2,4,15,95,南京沙叶,1,2016
1575,淄博齐鹰,SDST,丙16,0,Zibo Qi Eagle,18,3,6,-15,7,15,96,淄博齐鹰,1,2016
1576,安徽三川,AHSC,丙16,1,Anhui Sanchuan,3,2,1,-1,3,12.5,97,安徽三川,1,2016
1577,桂林天龙,GLTL,资16,0,Guilin Tianlong,9,1,2,-8,3,12.5,98,桂林天龙,1,2016
1578,营口超越,YKCY,民,1,Yingkou Chaoyue,2,4,0,2,2,12,99,营口超越,1,2016
1579,厦门联创世纪,XMLCC,民,1,Xiamen Lianchuang Century,0,2,0,2,2,12,100,厦门联创世纪,1,2016
1580,淮南双鑫,AHNSX,民,1,Huainan ShuangXin,2,3,0,1,2,12,101,安徽淮南双鑫,1,2016
1581,重庆劲浪,CQHWS,资17,1,Chongqing High Wave Spotrs,7,2,3,-5,4,11,102,重庆劲浪,0,2016
1582,沈阳城市公用,SYCGY,资17,0,Shenyang City Gongyong,1,3,0,2,1,10,103,沈阳城市公用,1,2016
1583,青岛康太源商砼,QDKTY,民,0,Qingdao Kangtaiyuan,6,14,1,8,2,10,104,青岛康太源商砼,1,2016
1584,孝感宇济,XGYJ,民,0,Xiaogan Yuji,9,14,1,5,2,10,105,湖北宇济,1,2016
1585,安康假日青年,AKHY,民,0,Ankang Holiday Young,4,5,1,1,2,10,106,安康安能假日青年,1,2016
1586,天津中冠天佳,TJZGT,民,0,Tianjin Zhongguan Tianjia,6,3,1,-3,2,10,107,天津中冠天佳,1,2016
1587,西安易联,XAEL,丙16,0,Xi'an Exalion,7,5,2,-2,3,10,108,西安易联电子,1,2016
1588,大连泰华,DLTH,丙16,0,Dalian Teha,14,8,3,-6,4,10,109,大连泰华,1,2016
1589,宁夏北方乳业三园,NXNDS,民,1,Ningxia North Dairy Sanyuan,3,2,1,-1,2,7,110,宁夏北方乳业,0,2016
1590,北海玉琦,BHYQI,民,1,Beihai Yuqi,3,1,1,-2,2,7,111,北海金癸房地产/海浪,0,2016
1591,长春诚业,CCSB,资16,0,Changchun Chengye,7,2,3,-5,3,5,112,长春诚业,0,2016
1592,上海杨浦东华创林,SHDHC,丙16,1,Shanghai Donghua Chuanglin,8,1,2,-7,3,5,113,上海东华创林,0,2016
1593,广西沃德玛,GXLGD,丙16,1,Guangxi Woldma,10,2,2,-8,3,5,114,广西沃德玛,0,2016
1594,成都高新中和联,CDGZU,资16,0,Chengdu Gaoxin Zhonghe U,10,2,3,-8,3,5,115,成都高新中和联,0,2016
1595,成都天府新区怡丰,CDTYF,丙16,1,Chengdu Tianfu Yifeng,18,2,2,-16,3,5,116,成都怡丰,0,2016
1596,大连统顺建设,DLTS,资17,0,Dalian Tongshun,0,0,0,0,0,4,117,大连统顺建设,0,2016
1597,日照宇启,RZYQ,资17,0,Rizhao Yuqi,0,0,0,0,0,4,118,日照宇启,0,2016
1598,新余嫩辉,XYNH,民,1,Xinyu Nenhui,3,3,0,0,1,4,119,新余风啸岁月嫩辉,0,2016
1599,通辽科尔沁蓝奥,TLHLA,民,1,Tongliao Horqin Lan'ao,1,1,0,0,1,4,120,通辽蓝奥,0,2016
1600,三亚,SYT.,民,1,Sanya Team,0,0,0,0,1,4,121,三亚,0,2016
1601,拉萨净土,LSPL,丙16,0,Lhasa Pure Land,6,2,3,-4,3,2.5,122,拉萨净土,0,2016
1602,青岛青科,QUST,丙16,0,Qingdao Qingke ,5,1,3,-4,3,2.5,123,青岛崇鼎青科,0,2016
1603,青岛红狮,QDRL,丙16,0,Qingdao Red Lions,8,1,3,-7,3,2.5,124,青岛红狮,0,2016
1604,内蒙盛乐蒙羊,NMSLM,丙16,0,Horinger Mengyang,13,3,3,-10,3,2.5,125,内蒙盛乐蒙羊,0,2016
1605,重庆笛凯机电乐驰,CQDK,丙16,0,Chongqing Dikai Lechi,12,1,3,-11,3,2.5,126,重庆笛凯乐驰,0,2016
1606,甘肃政法向辰,GSIPL.,丙16,0,Gansu Institute of PS & L,21,1,4,-20,4,2.5,127,甘肃政法向辰,0,2016
1607,张家口卓越青少年,ZJKZY,丙16,0,Zhangjiakou Zhuoyue Happy,32,3,4,-29,4,2.5,128,张家口卓越快乐/河北欣诚,0,2016
1608,鄂州,EZT.,民,0,Ezhou Team,0,0,0,0,0,2,129,鄂州康利康/恒运,0,2016
1609,佛山宏裕,FSHY,民,0,Foshan Hongyu,0,0,0,0,0,2,130,佛山宏裕,0,2016
1610,重庆晟新,CQSX,民,0,Chongqing Shengxin,3,2,1,-1,1,2,131,重庆晟新,0,2016
1611,齐齐哈尔北狼,QQNW,民,0,Qiqihar North Wolf,2,1,1,-1,1,2,132,齐齐哈尔中建商砼,0,2016
1612,黔南南奥,QNNA,资17,0,Qiannan Nanao,2,1,1,-1,1,2,133,黔南南奥,0,2016
1613,南京泽尼斯,NJZNT,资17,0,Nanjing Zenith,1,0,1,-1,1,2,134,南京泽尼斯,0,2016
1614,山西前沿,SXQY,民,0,Shanxi Qianyan,1,0,1,-1,1,2,135,山西前沿,0,2016
1615,广州從壹,GZCY,民,0,Guangzhou Congyi,1,0,1,-1,1,2,136,广州從壹,0,2016
1616,延边追风,YBZF,民,0,Yanbian Zhufeng,3,1,1,-2,1,2,137,延边追风,0,2016
1617,河北融海行,HERHH,资17,0,Hebei Ronghaihang,3,1,1,-2,1,2,138,河北融海行,0,2016
1618,上海挥洒运动,SHHSS,民,0,Shanghai Huisa Sports,2,0,1,-2,1,2,139,上海挥洒,0,2016
1619,兰州海军陆战队,LZMC,民,0,Lanzhou Marine Corps,4,1,1,-3,1,2,140,兰州海军陆战队,0,2016
1620,盈江农民融心,YJFRX,民,0,Yingjiang Nongmin Rongxin,3,0,1,-3,1,2,141,德宏盈江农民融心,0,2016
1621,武汉两江汇,WHLJH,资17,0,Wuhan Liangjianghui,3,0,1,-3,1,2,142,武汉两江汇,0,2016
1622,深圳辛加力,SZXJL,民,0,Shenzhen Xinjiali,3,0,1,-3,1,2,143,深圳包商银行辛加力,0,2016
1623,西安蔡伦纸业,XACLP,民,0,Xi'an Cailun Paper,7,3,1,-4,1,2,144,西安蔡伦纸业,0,2016
1624,吉林力菲远博,JLLFY,民,0,Jilin Lifei Yuanbo,6,2,1,-4,1,2,145,吉林力菲远博,0,2016
1625,长春上海永太,CCSYT,民,0,Changchun Shanghai Yongtai,7,1,1,-6,1,2,146,长春上海永太,0,2016
1626,果洛州阿尼玛卿联,GLAU,民,0,Guoluo Animaqing United,10,3,1,-7,1,2,147,果洛州阿尼玛卿联,0,2016
1627,佛山建材,FSXL,民,0,Foshan Xinglong Jiancai,10,1,1,-9,1,2,148,佛山兴龙建材,0,2016
1628,俱乐部简称,编码,级别,平,英文名称,失球,进球,负,净胜,场次,合计,排名,队名/冠名,胜,2017
1629,Club Name,C.ID,Div.,D,English Name,-,+,L,+/-,pl.,Pts.,Rank,Team Name,W,2017
1630,上海上港集团,SHSIP,亚,9,Shanghai SIPG,67,117,12,50,51,1117.5,1,上海上港,30,2017
1631,广州恒大淘宝,GZEG,亚,8,Guangzhou Evergrande Taobao,67,109,11,42,47,1010,2,广州恒大淘宝,28,2017
1632,天津权健,TJQJ,超,9,Tianjin Quanjian,38,53,7,15,34,645,3,天津权健,18,2017
1633,江苏苏宁,JSSN,亚,12,Jiangsu Suning,58,58,17,0,43,627.5,4,江苏苏宁易购,14,2017
1634,广州富力,GZRF,超,8,Guangzhou R&F,56,69,9,13,34,613.75,5,广州富力,17,2017
1635,山东鲁能泰山,SDLT,超,11,Shandong Luneng Taishan,37,55,8,18,34,580,6,山东鲁能泰山,15,2017
1636,河北华夏幸福,HECF,超,7,Hebei China Fortune,39,56,9,17,32,572.5,7,河北华夏幸福,16,2017
